type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
discharge,2009-08-22 23:30:19,24,B0033,452,3328,03328.csv,1.3412081769053426,,
charge,2009-08-23 00:20:41,24,B0033,453,3329,03329.csv,,,
discharge,2009-08-23 03:22:24,24,B0033,454,3330,03330.csv,1.3277389969987805,,
charge,2009-08-23 04:12:36,24,B0033,455,3331,03331.csv,,,
discharge,2009-08-23 07:14:19,24,B0033,456,3332,03332.csv,1.329778900445409,,
charge,2009-08-23 08:04:19,24,B0033,457,3333,03333.csv,,,
discharge,2009-08-23 11:06:06,24,B0033,458,3334,03334.csv,1.3356045028702495,,
impedance,2009-08-23 12:00:05,24,B0033,459,3335,03335.csv,,0.08747820988750929,0.11728293547743668
charge,2009-08-23 12:32:03,24,B0033,460,3336,03336.csv,,,
impedance,2009-08-23 15:37:51,24,B0033,461,3337,03337.csv,,0.08763183476128283,0.11677989985884149
discharge,2009-08-23 16:09:49,24,B0033,462,3338,03338.csv,1.3177489685711123,,
charge,2009-08-23 16:59:46,24,B0033,463,3339,03339.csv,,,
discharge,2009-08-23 20:01:32,24,B0033,464,3340,03340.csv,1.317605472474197,,
charge,2009-08-23 20:51:14,24,B0033,465,3341,03341.csv,,,
discharge,2009-08-23 23:53:02,24,B0033,466,3342,03342.csv,1.3185279522072382,,
charge,2009-08-24 00:42:30,24,B0033,467,3343,03343.csv,,,
discharge,2009-08-24 03:44:13,24,B0033,468,3344,03344.csv,1.3215397269813982,,
charge,2009-08-24 04:33:32,24,B0033,469,3345,03345.csv,,,
discharge,2009-08-24 07:35:22,24,B0033,470,3346,03346.csv,1.3046615372928705,,
impedance,2009-08-24 08:28:44,24,B0033,471,3347,03347.csv,,0.0854189010487467,0.113827866854994
charge,2009-08-24 09:00:42,24,B0033,472,3348,03348.csv,,,
impedance,2009-08-24 12:06:32,24,B0033,473,3349,03349.csv,,0.09074511063945603,0.1096074278088891
discharge,2009-08-24 12:38:30,24,B0033,474,3350,03350.csv,1.3280324770208678,,
charge,2009-08-24 13:28:37,24,B0033,475,3351,03351.csv,,,
discharge,2009-08-24 16:30:26,24,B0033,476,3352,03352.csv,1.3634549770713926,,
charge,2009-08-24 17:20:29,24,B0033,477,3353,03353.csv,,,
discharge,2009-08-24 20:22:13,24,B0033,478,3354,03354.csv,1.3291316747402466,,
charge,2009-08-24 21:11:46,24,B0033,479,3355,03355.csv,,,
discharge,2009-08-25 00:13:33,24,B0033,480,3356,03356.csv,1.3124201086917682,,
charge,2009-08-25 01:02:37,24,B0033,481,3357,03357.csv,,,
discharge,2009-08-25 04:04:24,24,B0033,482,3358,03358.csv,1.3152825503676357,,
impedance,2009-08-25 04:57:21,24,B0033,483,3359,03359.csv,,0.0847727467199266,0.11613003417031337
charge,2009-08-25 05:29:20,24,B0033,484,3360,03360.csv,,,
impedance,2009-08-25 08:35:11,24,B0033,485,3361,03361.csv,,0.08579020382149445,0.11292432770216322
discharge,2009-06-19 17:18:16,24,B0034,0,3362,03362.csv,0.7459302957645664,,
impedance,2009-06-19 17:54:12,24,B0034,1,3363,03363.csv,,0.12557395008126016,0.15780591351992612
charge,2009-06-19 18:25:58,24,B0034,2,3364,03364.csv,,,
impedance,2009-06-19 21:31:07,24,B0034,3,3365,03365.csv,,0.12403017029761343,0.151331100257049
discharge,2009-06-19 22:02:50,24,B0034,4,3366,03366.csv,1.6623217152845853,,
charge,2009-06-19 22:58:30,24,B0034,5,3367,03367.csv,,,
discharge,2009-06-20 01:59:39,24,B0034,6,3368,03368.csv,1.645087369694532,,
charge,2009-06-20 02:55:25,24,B0034,7,3369,03369.csv,,,
discharge,2009-06-20 05:55:38,24,B0034,8,3370,03370.csv,1.620729289277574,,
charge,2009-06-20 06:51:23,24,B0034,9,3371,03371.csv,,,
discharge,2009-06-20 09:50:35,24,B0034,10,3372,03372.csv,1.5967402025126005,,
charge,2009-06-20 10:46:08,24,B0034,11,3373,03373.csv,,,
discharge,2009-06-20 13:47:19,24,B0034,12,3374,03374.csv,1.4856500618812698,,
impedance,2009-06-20 14:46:42,24,B0034,13,3375,03375.csv,,0.12084426981513624,0.14616348271902685
charge,2009-06-20 15:18:25,24,B0034,14,3376,03376.csv,,,
impedance,2009-06-20 18:23:38,24,B0034,15,3377,03377.csv,,0.120380461449601,0.14609810226440045
discharge,2009-06-20 18:55:22,24,B0034,16,3378,03378.csv,1.4866702197497013,,
charge,2009-06-20 19:50:37,24,B0034,17,3379,03379.csv,,,
discharge,2009-06-20 22:51:49,24,B0034,18,3380,03380.csv,1.4701330958405268,,
charge,2009-06-20 23:47:06,24,B0034,19,3381,03381.csv,,,
discharge,2009-06-21 02:48:20,24,B0034,20,3382,03382.csv,1.4565041801019636,,
charge,2009-06-21 03:43:37,24,B0034,21,3383,03383.csv,,,
discharge,2009-06-21 06:44:49,24,B0034,22,3384,03384.csv,1.4418961035576472,,
charge,2009-06-21 07:40:01,24,B0034,23,3385,03385.csv,,,
discharge,2009-06-21 10:41:15,24,B0034,24,3386,03386.csv,1.4370949588970292,,
impedance,2009-06-21 11:40:22,24,B0034,25,3387,03387.csv,,0.11965777417683612,0.14349897177995793
charge,2009-06-21 12:12:07,24,B0034,26,3388,03388.csv,,,
impedance,2009-06-21 15:17:21,24,B0034,27,3389,03389.csv,,0.12057655358877217,0.1431788177780116
discharge,2009-06-21 15:49:05,24,B0034,28,3390,03390.csv,1.4458703624967404,,
charge,2009-06-21 16:44:12,24,B0034,29,3391,03391.csv,,,
discharge,2009-06-21 19:45:24,24,B0034,30,3392,03392.csv,1.4321040545618373,,
charge,2009-06-21 20:40:28,24,B0034,31,3393,03393.csv,,,
discharge,2009-06-21 23:41:43,24,B0034,32,3394,03394.csv,1.426720633302465,,
charge,2009-06-22 00:36:42,24,B0034,33,3395,03395.csv,,,
discharge,2009-06-22 03:37:57,24,B0034,34,3396,03396.csv,1.4230846885129826,,
charge,2009-06-22 04:32:51,24,B0034,35,3397,03397.csv,,,
discharge,2009-06-22 07:34:06,24,B0034,36,3398,03398.csv,1.4409479522418907,,
impedance,2009-06-22 08:33:04,24,B0034,37,3399,03399.csv,,0.12018997357050355,0.14220471849481675
charge,2009-06-22 09:04:49,24,B0034,38,3400,03400.csv,,,
impedance,2009-06-22 12:10:03,24,B0034,39,3401,03401.csv,,0.12105054497689474,0.14193482357582785
discharge,2009-06-22 12:41:48,24,B0034,40,3402,03402.csv,1.486901544051865,,
charge,2009-06-22 13:36:56,24,B0034,41,3403,03403.csv,,,
discharge,2009-06-22 16:38:13,24,B0034,42,3404,03404.csv,1.5245313226850703,,
charge,2009-06-22 17:33:30,24,B0034,43,3405,03405.csv,,,
discharge,2009-06-22 20:34:46,24,B0034,44,3406,03406.csv,1.4629049605190707,,
charge,2009-06-22 21:29:47,24,B0034,45,3407,03407.csv,,,
discharge,2009-06-23 00:31:03,24,B0034,46,3408,03408.csv,1.4230794508549893,,
charge,2009-06-23 01:25:50,24,B0034,47,3409,03409.csv,,,
discharge,2009-06-23 04:27:04,24,B0034,48,3410,03410.csv,1.4051040863603435,,
impedance,2009-06-23 05:25:42,24,B0034,49,3411,03411.csv,,0.11967878004753321,0.142066857174274
charge,2009-06-23 05:57:28,24,B0034,50,3412,03412.csv,,,
impedance,2009-06-23 09:02:17,24,B0034,51,3413,03413.csv,,0.12078755361712225,0.14207793352200573
discharge,2009-06-26 15:29:34,24,B0034,52,3414,03414.csv,1.6329463925070862,,
impedance,2009-06-26 16:28:44,24,B0034,53,3415,03415.csv,,0.12307440664540831,0.1416977897960522
charge,2009-06-26 17:00:29,24,B0034,54,3416,03416.csv,,,
impedance,2009-06-26 20:00:38,24,B0034,55,3417,03417.csv,,0.1231860471342966,0.14351656468766227
discharge,2009-06-26 20:32:24,24,B0034,56,3418,03418.csv,1.5687138208259117,,
charge,2009-06-26 21:28:01,24,B0034,57,3419,03419.csv,,,
discharge,2009-06-27 00:28:29,24,B0034,58,3420,03420.csv,1.5149520966053402,,
charge,2009-06-27 01:23:59,24,B0034,59,3421,03421.csv,,,
discharge,2009-06-27 04:25:16,24,B0034,60,3422,03422.csv,1.4855182940634626,,
charge,2009-06-27 05:20:35,24,B0034,61,3423,03423.csv,,,
discharge,2009-06-27 08:21:51,24,B0034,62,3424,03424.csv,1.480771929049074,,
charge,2009-06-27 09:17:04,24,B0034,63,3425,03425.csv,,,
discharge,2009-06-27 12:18:20,24,B0034,64,3426,03426.csv,1.484026357317059,,
impedance,2009-06-27 13:17:23,24,B0034,65,3427,03427.csv,,0.12115700368854512,0.14158362729482973
charge,2009-06-27 13:49:09,24,B0034,66,3428,03428.csv,,,
impedance,2009-06-27 16:54:26,24,B0034,67,3429,03429.csv,,0.1220873226956666,0.14161127232970974
discharge,2009-06-27 17:26:12,24,B0034,68,3430,03430.csv,1.4922153055506522,,
charge,2009-06-27 18:21:18,24,B0034,69,3431,03431.csv,,,
discharge,2009-06-27 21:22:21,24,B0034,70,3432,03432.csv,1.473312924099279,,
charge,2009-06-27 22:17:17,24,B0034,71,3433,03433.csv,,,
discharge,2009-06-28 01:18:34,24,B0034,72,3434,03434.csv,1.441593178980006,,
charge,2009-06-28 02:13:30,24,B0034,73,3435,03435.csv,,,
discharge,2009-06-28 05:14:48,24,B0034,74,3436,03436.csv,1.4225873198015788,,
charge,2009-06-28 06:09:35,24,B0034,75,3437,03437.csv,,,
discharge,2009-06-28 09:10:46,24,B0034,76,3438,03438.csv,1.4266489379486664,,
impedance,2009-06-28 10:09:20,24,B0034,77,3439,03439.csv,,0.12074081045247792,0.14220981139271427
charge,2009-06-28 10:41:07,24,B0034,78,3440,03440.csv,,,
impedance,2009-06-28 13:46:26,24,B0034,79,3441,03441.csv,,0.12133518752790637,0.1421662524982832
discharge,2009-06-28 14:18:12,24,B0034,80,3442,03442.csv,1.4596775560238577,,
charge,2009-06-28 15:12:50,24,B0034,81,3443,03443.csv,,,
discharge,2009-06-28 18:13:23,24,B0034,82,3444,03444.csv,1.4396159938545154,,
charge,2009-06-28 19:08:00,24,B0034,83,3445,03445.csv,,,
discharge,2009-06-28 22:07:58,24,B0034,84,3446,03446.csv,1.4195512657848512,,
charge,2009-06-28 23:02:27,24,B0034,85,3447,03447.csv,,,
discharge,2009-06-29 02:03:46,24,B0034,86,3448,03448.csv,1.4118101714470452,,
charge,2009-06-29 02:58:13,24,B0034,87,3449,03449.csv,,,
discharge,2009-06-29 05:59:12,24,B0034,88,3450,03450.csv,1.4044196701845313,,
impedance,2009-06-29 06:57:31,24,B0034,89,3451,03451.csv,,0.121864842218067,0.14334201731598456
charge,2009-06-29 07:29:18,24,B0034,90,3452,03452.csv,,,
impedance,2009-06-29 10:34:40,24,B0034,91,3453,03453.csv,,0.12221258919096821,0.1405649119516749
discharge,2009-06-29 11:06:27,24,B0034,92,3454,03454.csv,1.4735059098606866,,
charge,2009-06-29 12:01:07,24,B0034,93,3455,03455.csv,,,
discharge,2009-06-29 14:59:50,24,B0034,94,3456,03456.csv,1.492658600645149,,
charge,2009-06-29 15:54:32,24,B0034,95,3457,03457.csv,,,
discharge,2009-06-29 18:50:48,24,B0034,96,3458,03458.csv,1.4820260149945934,,
charge,2009-06-29 19:45:14,24,B0034,97,3459,03459.csv,,,
discharge,2009-06-29 22:44:42,24,B0034,98,3460,03460.csv,1.423575357658995,,
charge,2009-06-29 23:38:55,24,B0034,99,3461,03461.csv,,,
discharge,2009-06-30 02:36:39,24,B0034,100,3462,03462.csv,1.4038252197245347,,
impedance,2009-06-30 03:34:42,24,B0034,101,3463,03463.csv,,0.12041201490908228,0.14184604744881527
charge,2009-06-30 04:06:30,24,B0034,102,3464,03464.csv,,,
impedance,2009-06-30 07:11:10,24,B0034,103,3465,03465.csv,,0.12136730346225624,0.1424974651809117
discharge,2009-07-01 11:15:23,24,B0034,104,3466,03466.csv,1.5363173478836125,,
impedance,2009-07-01 12:13:46,24,B0034,105,3467,03467.csv,,0.12197512790447636,0.14071544730073365
charge,2009-07-01 12:45:34,24,B0034,106,3468,03468.csv,,,
impedance,2009-07-01 15:46:30,24,B0034,107,3469,03469.csv,,0.12310728219568262,0.1405676747491041
discharge,2009-07-01 16:18:18,24,B0034,108,3470,03470.csv,1.5440367168176732,,
charge,2009-07-01 17:13:07,24,B0034,109,3471,03471.csv,,,
discharge,2009-07-01 20:10:02,24,B0034,110,3472,03472.csv,1.507892155360249,,
charge,2009-07-01 21:04:46,24,B0034,111,3473,03473.csv,,,
discharge,2009-07-14 16:14:47,24,B0034,112,3474,03474.csv,1.8203060058691092,,
impedance,2009-07-14 17:20:12,24,B0034,113,3475,03475.csv,,0.1280466918304601,0.14706433009167327
charge,2009-07-14 17:52:00,24,B0034,114,3476,03476.csv,,,
impedance,2009-07-14 20:52:02,24,B0034,115,3477,03477.csv,,0.1249733640758512,0.1434122906953782
discharge,2009-07-14 21:23:50,24,B0034,116,3478,03478.csv,1.5936575758226643,,
charge,2009-07-14 22:18:36,24,B0034,117,3479,03479.csv,,,
discharge,2009-07-15 01:16:15,24,B0034,118,3480,03480.csv,1.533070464968097,,
charge,2009-07-15 02:10:47,24,B0034,119,3481,03481.csv,,,
discharge,2009-07-15 05:09:04,24,B0034,120,3482,03482.csv,1.4862143093107285,,
charge,2009-07-15 06:03:37,24,B0034,121,3483,03483.csv,,,
discharge,2009-07-15 09:04:59,24,B0034,122,3484,03484.csv,1.5029318848267783,,
charge,2009-07-15 09:59:39,24,B0034,123,3485,03485.csv,,,
discharge,2009-07-15 12:57:49,24,B0034,124,3486,03486.csv,1.5202185406928062,,
impedance,2009-07-15 13:56:28,24,B0034,125,3487,03487.csv,,0.12533626858896066,0.1434592387184511
charge,2009-07-15 14:28:16,24,B0034,126,3488,03488.csv,,,
impedance,2009-07-15 17:29:06,24,B0034,127,3489,03489.csv,,0.1260670230602223,0.14352265573372583
discharge,2009-07-15 18:00:54,24,B0034,128,3490,03490.csv,1.5118194735004464,,
charge,2009-07-15 18:55:33,24,B0034,129,3491,03491.csv,,,
discharge,2009-07-15 21:52:48,24,B0034,130,3492,03492.csv,1.464601301820905,,
charge,2009-07-15 22:47:13,24,B0034,131,3493,03493.csv,,,
discharge,2009-07-16 01:44:58,24,B0034,132,3494,03494.csv,1.4546140961511749,,
charge,2009-07-16 02:39:19,24,B0034,133,3495,03495.csv,,,
discharge,2009-07-16 05:37:32,24,B0034,134,3496,03496.csv,1.4333400490204142,,
charge,2009-07-16 06:31:53,24,B0034,135,3497,03497.csv,,,
discharge,2009-07-16 09:29:18,24,B0034,136,3498,03498.csv,1.4493262346396159,,
impedance,2009-07-16 10:27:32,24,B0034,137,3499,03499.csv,,0.1253586044095035,0.14424266476780997
charge,2009-07-16 10:59:21,24,B0034,138,3500,03500.csv,,,
impedance,2009-07-16 14:04:11,24,B0034,139,3501,03501.csv,,0.12527131709476477,0.14355910749737863
discharge,2009-07-16 14:36:00,24,B0034,140,3502,03502.csv,1.495199821798908,,
charge,2009-07-16 15:30:28,24,B0034,141,3503,03503.csv,,,
discharge,2009-07-16 18:26:09,24,B0034,142,3504,03504.csv,1.4720590241846008,,
charge,2009-07-16 19:20:31,24,B0034,143,3505,03505.csv,,,
discharge,2009-07-16 22:18:31,24,B0034,144,3506,03506.csv,1.4097383014648728,,
charge,2009-07-16 23:12:40,24,B0034,145,3507,03507.csv,,,
discharge,2009-07-17 02:10:38,24,B0034,146,3508,03508.csv,1.3861944181384176,,
charge,2009-07-17 03:04:30,24,B0034,147,3509,03509.csv,,,
discharge,2009-07-17 06:02:31,24,B0034,148,3510,03510.csv,1.3624125407550536,,
impedance,2009-07-17 07:00:20,24,B0034,149,3511,03511.csv,,0.1251824703120263,0.1461301418255401
charge,2009-07-17 07:32:09,24,B0034,150,3512,03512.csv,,,
impedance,2009-07-17 10:37:01,24,B0034,151,3513,03513.csv,,0.1235425210299043,0.14367130688574628
discharge,2009-07-17 11:08:50,24,B0034,152,3514,03514.csv,1.4471377445077278,,
charge,2009-07-17 12:02:59,24,B0034,153,3515,03515.csv,,,
discharge,2009-07-17 15:00:00,24,B0034,154,3516,03516.csv,1.4554483390450048,,
charge,2009-07-17 15:54:10,24,B0034,155,3517,03517.csv,,,
discharge,2009-07-17 18:49:14,24,B0034,156,3518,03518.csv,1.4423952167302958,,
charge,2009-07-17 19:43:16,24,B0034,157,3519,03519.csv,,,
discharge,2009-07-17 22:40:36,24,B0034,158,3520,03520.csv,1.377541945989605,,
charge,2009-07-17 23:34:22,24,B0034,159,3521,03521.csv,,,
discharge,2009-07-18 02:32:19,24,B0034,160,3522,03522.csv,1.3539935892900532,,
impedance,2009-07-18 03:30:00,24,B0034,161,3523,03523.csv,,0.12422680305780062,0.14516551252874973
charge,2009-07-18 04:01:49,24,B0034,162,3524,03524.csv,,,
impedance,2009-07-18 07:06:20,24,B0034,163,3525,03525.csv,,0.12375450858805917,0.14580687293379516
discharge,2009-07-23 10:25:18,24,B0034,164,3526,03526.csv,1.5509038861664448,,
impedance,2009-07-23 11:23:32,24,B0034,165,3527,03527.csv,,0.12509569202349383,0.14535457187745973
charge,2009-07-23 11:55:21,24,B0034,166,3528,03528.csv,,,
impedance,2009-07-23 14:57:02,24,B0034,167,3529,03529.csv,,0.1267251796303376,0.1452212888923113
discharge,2009-07-23 15:28:51,24,B0034,168,3530,03530.csv,1.5562932697752867,,
charge,2009-07-23 16:23:40,24,B0034,169,3531,03531.csv,,,
discharge,2009-07-23 19:19:21,24,B0034,170,3532,03532.csv,1.5067526605064707,,
charge,2009-07-23 20:13:45,24,B0034,171,3533,03533.csv,,,
discharge,2009-07-23 23:11:10,24,B0034,172,3534,03534.csv,1.444138733302766,,
charge,2009-07-24 00:05:23,24,B0034,173,3535,03535.csv,,,
discharge,2009-07-24 03:02:51,24,B0034,174,3536,03536.csv,1.4144103811292437,,
charge,2009-07-24 03:56:50,24,B0034,175,3537,03537.csv,,,
discharge,2009-07-24 06:55:12,24,B0034,176,3538,03538.csv,1.3897574212362729,,
impedance,2009-07-24 07:53:05,24,B0034,177,3539,03539.csv,,0.12401519142076539,0.14596393835064198
charge,2009-07-24 08:24:55,24,B0034,178,3540,03540.csv,,,
impedance,2009-07-24 11:29:17,24,B0034,179,3541,03541.csv,,0.1257307656681546,0.14543216158280214
discharge,2009-07-24 12:01:07,24,B0034,180,3542,03542.csv,1.449968311475299,,
charge,2009-07-24 12:55:11,24,B0034,181,3543,03543.csv,,,
discharge,2009-07-24 15:46:09,24,B0034,182,3544,03544.csv,1.4678653068012166,,
charge,2009-07-24 16:40:21,24,B0034,183,3545,03545.csv,,,
discharge,2009-07-24 19:35:49,24,B0034,184,3546,03546.csv,1.4290644310445066,,
charge,2009-07-24 20:29:43,24,B0034,185,3547,03547.csv,,,
discharge,2009-07-24 23:28:02,24,B0034,186,3548,03548.csv,1.376744834668327,,
charge,2009-07-25 00:21:50,24,B0034,187,3549,03549.csv,,,
discharge,2009-07-25 03:20:05,24,B0034,188,3550,03550.csv,1.3515813262521057,,
impedance,2009-07-25 04:17:36,24,B0034,189,3551,03551.csv,,0.12587543856869396,0.14682926664583476
charge,2009-07-25 04:49:26,24,B0034,190,3552,03552.csv,,,
impedance,2009-07-25 07:54:52,24,B0034,191,3553,03553.csv,,0.12534411179359725,0.14788025975931193
discharge,2009-07-25 08:26:42,24,B0034,192,3554,03554.csv,1.353993472828928,,
charge,2009-07-25 09:20:20,24,B0034,193,3555,03555.csv,,,
discharge,2009-07-25 12:19:43,24,B0034,194,3556,03556.csv,1.3577165116893766,,
charge,2009-07-25 13:13:17,24,B0034,195,3557,03557.csv,,,
discharge,2009-07-25 16:13:02,24,B0034,196,3558,03558.csv,1.334169315351027,,
charge,2009-07-25 17:06:32,24,B0034,197,3559,03559.csv,,,
discharge,2009-07-25 20:06:55,24,B0034,198,3560,03560.csv,1.3372147888783987,,
charge,2009-07-25 21:00:19,24,B0034,199,3561,03561.csv,,,
discharge,2009-07-26 00:01:09,24,B0034,200,3562,03562.csv,1.339045224276927,,
impedance,2009-07-26 00:58:24,24,B0034,201,3563,03563.csv,,0.12453059760284563,0.14701957655925368
charge,2009-07-26 01:30:15,24,B0034,202,3564,03564.csv,,,
impedance,2009-07-26 04:35:20,24,B0034,203,3565,03565.csv,,0.12527841795391,0.14780389299708344
discharge,2009-07-26 05:07:11,24,B0034,204,3566,03566.csv,1.3439244604756322,,
charge,2009-07-26 06:00:25,24,B0034,205,3567,03567.csv,,,
discharge,2009-07-26 09:01:35,24,B0034,206,3568,03568.csv,1.3454786192090245,,
charge,2009-07-26 09:54:53,24,B0034,207,3569,03569.csv,,,
discharge,2009-07-26 12:55:45,24,B0034,208,3570,03570.csv,1.3482263029682544,,
charge,2009-07-26 13:48:59,24,B0034,209,3571,03571.csv,,,
discharge,2009-07-26 16:49:47,24,B0034,210,3572,03572.csv,1.3373192299576058,,
charge,2009-07-26 17:42:54,24,B0034,211,3573,03573.csv,,,
discharge,2009-07-26 20:43:48,24,B0034,212,3574,03574.csv,1.3402523341553034,,
impedance,2009-07-26 21:40:50,24,B0034,213,3575,03575.csv,,0.12514426993592384,0.1479917274975092
charge,2009-07-26 22:12:41,24,B0034,214,3576,03576.csv,,,
impedance,2009-07-27 01:18:12,24,B0034,215,3577,03577.csv,,0.12503673880990576,0.14709839825347462
discharge,2009-07-27 01:50:03,24,B0034,216,3578,03578.csv,1.3290965682379121,,
charge,2009-07-27 02:43:12,24,B0034,217,3579,03579.csv,,,
discharge,2009-07-27 05:43:49,24,B0034,218,3580,03580.csv,1.3323485655766352,,
charge,2009-07-27 06:36:51,24,B0034,219,3581,03581.csv,,,
discharge,2009-07-27 09:37:15,24,B0034,220,3582,03582.csv,1.3501541310555516,,
charge,2009-07-27 10:30:25,24,B0034,221,3583,03583.csv,,,
discharge,2009-07-27 13:29:48,24,B0034,222,3584,03584.csv,1.381523441054128,,
charge,2009-07-27 14:23:04,24,B0034,223,3585,03585.csv,,,
discharge,2009-07-27 17:21:22,24,B0034,224,3586,03586.csv,1.3835971952817807,,
impedance,2009-07-27 18:18:44,24,B0034,225,3587,03587.csv,,0.12501919950433807,0.14557947640155203
charge,2009-07-27 18:50:36,24,B0034,226,3588,03588.csv,,,
impedance,2009-07-27 21:56:08,24,B0034,227,3589,03589.csv,,0.12467329235782244,0.14748044207172012
discharge,2009-07-27 22:28:00,24,B0034,228,3590,03590.csv,1.3301161862080901,,
charge,2009-07-27 23:21:06,24,B0034,229,3591,03591.csv,,,
discharge,2009-07-28 02:21:28,24,B0034,230,3592,03592.csv,1.3176982121703233,,
charge,2009-07-28 03:14:13,24,B0034,231,3593,03593.csv,,,
discharge,2009-07-28 06:15:44,24,B0034,232,3594,03594.csv,1.3063657719651272,,
charge,2009-07-28 07:08:23,24,B0034,233,3595,03595.csv,,,
discharge,2009-07-28 10:09:52,24,B0034,234,3596,03596.csv,1.3381567383793782,,
charge,2009-07-28 11:02:51,24,B0034,235,3597,03597.csv,,,
discharge,2009-07-28 14:03:56,24,B0034,236,3598,03598.csv,1.3563258092165067,,
impedance,2009-07-28 15:00:48,24,B0034,237,3599,03599.csv,,0.12499548805511769,0.1454261128439781
charge,2009-07-28 15:32:40,24,B0034,238,3600,03600.csv,,,
impedance,2009-07-28 18:37:37,24,B0034,239,3601,03601.csv,,0.12510922586265477,0.14713518551853855
discharge,2009-07-28 19:09:29,24,B0034,240,3602,03602.csv,1.3648997529550058,,
charge,2009-07-28 20:02:28,24,B0034,241,3603,03603.csv,,,
discharge,2009-07-28 23:02:26,24,B0034,242,3604,03604.csv,1.3337639975535058,,
charge,2009-07-28 23:55:08,24,B0034,243,3605,03605.csv,,,
discharge,2009-07-29 02:56:24,24,B0034,244,3606,03606.csv,1.3060123668658763,,
charge,2009-07-29 03:48:56,24,B0034,245,3607,03607.csv,,,
discharge,2009-07-29 06:50:26,24,B0034,246,3608,03608.csv,1.3101868361375808,,
charge,2009-07-29 07:42:54,24,B0034,247,3609,03609.csv,,,
discharge,2009-07-29 10:44:27,24,B0034,248,3610,03610.csv,1.3567668941696103,,
impedance,2009-07-29 11:41:13,24,B0034,249,3611,03611.csv,,0.12715033918595858,0.14681949893074303
charge,2009-07-29 12:13:05,24,B0034,250,3612,03612.csv,,,
impedance,2009-07-29 15:18:41,24,B0034,251,3613,03613.csv,,0.12646381756196046,0.14648062666585737
discharge,2009-07-29 15:50:33,24,B0034,252,3614,03614.csv,1.3916857433587717,,
charge,2009-07-29 16:43:31,24,B0034,253,3615,03615.csv,,,
discharge,2009-07-29 19:41:04,24,B0034,254,3616,03616.csv,1.3629935079344777,,
charge,2009-07-29 20:33:51,24,B0034,255,3617,03617.csv,,,
discharge,2009-07-29 23:34:17,24,B0034,256,3618,03618.csv,1.3211711973900628,,
charge,2009-07-30 00:26:46,24,B0034,257,3619,03619.csv,,,
discharge,2009-07-30 03:28:18,24,B0034,258,3620,03620.csv,1.3074869015593356,,
charge,2009-07-30 04:20:49,24,B0034,259,3621,03621.csv,,,
discharge,2009-07-30 07:22:22,24,B0034,260,3622,03622.csv,1.3105881895483489,,
impedance,2009-07-30 08:18:45,24,B0034,261,3623,03623.csv,,0.12629283692192952,0.14924938739821067
charge,2009-07-30 08:50:38,24,B0034,262,3624,03624.csv,,,
impedance,2009-07-30 11:56:13,24,B0034,263,3625,03625.csv,,0.12712331469517385,0.14658666242262558
discharge,2009-07-30 12:28:05,24,B0034,264,3626,03626.csv,1.376312668196664,,
charge,2009-07-30 13:20:56,24,B0034,265,3627,03627.csv,,,
discharge,2009-07-30 16:19:05,24,B0034,266,3628,03628.csv,1.391764929132287,,
charge,2009-07-30 17:11:57,24,B0034,267,3629,03629.csv,,,
discharge,2009-07-30 20:09:43,24,B0034,268,3630,03630.csv,1.3649746353453525,,
charge,2009-07-30 21:02:14,24,B0034,269,3631,03631.csv,,,
discharge,2009-07-31 00:03:07,24,B0034,270,3632,03632.csv,1.3219093937291897,,
charge,2009-07-31 00:55:17,24,B0034,271,3633,03633.csv,,,
discharge,2009-07-31 03:56:28,24,B0034,272,3634,03634.csv,1.3090033888073913,,
impedance,2009-07-31 04:52:29,24,B0034,273,3635,03635.csv,,0.12467657922262426,0.1488448574616441
charge,2009-07-31 05:24:22,24,B0034,274,3636,03636.csv,,,
impedance,2009-07-31 08:29:58,24,B0034,275,3637,03637.csv,,0.12448935870719206,0.1481547693370429
discharge,2009-07-31 09:01:51,24,B0034,276,3638,03638.csv,1.3327005721973733,,
charge,2009-07-31 09:54:14,24,B0034,277,3639,03639.csv,,,
discharge,2009-07-31 15:42:00,24,B0034,278,3640,03640.csv,1.7423975189669398,,
impedance,2009-07-31 17:01:26,24,B0034,279,3641,03641.csv,,0.12752625849069282,0.14760489045437203
charge,2009-07-31 17:33:22,24,B0034,280,3642,03642.csv,,,
impedance,2009-07-31 20:31:09,24,B0034,281,3643,03643.csv,,0.12729606918141628,0.1479466364268468
discharge,2009-07-31 21:03:02,24,B0034,282,3644,03644.csv,1.37734756281946,,
charge,2009-07-31 21:55:46,24,B0034,283,3645,03645.csv,,,
discharge,2009-08-01 00:54:40,24,B0034,284,3646,03646.csv,1.34875988767775,,
charge,2009-08-01 01:47:04,24,B0034,285,3647,03647.csv,,,
discharge,2009-08-01 04:46:48,24,B0034,286,3648,03648.csv,1.3501504559881146,,
charge,2009-08-01 05:39:00,24,B0034,287,3649,03649.csv,,,
discharge,2009-08-01 08:40:39,24,B0034,288,3650,03650.csv,1.3387814875085953,,
charge,2009-08-01 09:32:45,24,B0034,289,3651,03651.csv,,,
discharge,2009-08-01 12:33:32,24,B0034,290,3652,03652.csv,1.3253371210402685,,
impedance,2009-08-01 13:29:32,24,B0034,291,3653,03653.csv,,0.1260424220403596,0.1491036847446478
